Koch2011,10,10,5,7,7,8,8,7,7,7,7,8,8,7
Koch2011,10,20,5,7,7,7,5,5,5,6,5,7,5,5
Koch2011,10,30,5,6,7,5,6,6,7,5,6,6,5,7
Koch2011,10,40,5,6,6,5,6,5,5,5,5,6,6,7
Koch2011,10,50,5,6,5,5,5,6,5,6,6,6,6,6
Koch2011,10,60,5,6,6,5,6,4,5,5,5,5,5,5
Koch2011,10,70,5,6,5,5,6,5,5,6,6,5,5,5
Koch2011,10,80,5,6,6,5,5,5,5,5,5,6,6,5
Koch2011,50,10,5,6,6,6,6,6,6,6,6,5,6,6
Koch2011,50,10,6,7,7,6,6,6,7,7,7,7,7,7
Koch2011,50,10,7,8,8,8,7,8,8,8,7,8,7,8
Koch2011,50,20,5,6,6,6,6,6,6,5,6,6,6,6
Koch2011,50,20,6,7,6,7,6,7,7,7,7,7,7,7
Koch2011,50,20,7,8,6,6,8,7,8,8,8,7,7,8
Koch2011,50,30,5,6,5,6,5,6,6,6,6,6,6,6
Koch2011,50,30,6,7,7,7,6,7,7,6,7,7,7,7
Koch2011,50,30,7,8,6,8,8,8,8,8,7,8,8,8
Koch2011,50,40,5,6,6,6,4,5,6,6,6,6,6,6
Koch2011,50,40,6,7,7,7,6,6,6,7,7,7,7,7
Koch2011,50,40,7,8,8,8,6,8,8,8,8,8,8,8
Koch2011,50,50,5,6,6,6,6,5,6,6,6,6,5,6
Koch2011,50,50,6,7,7,7,7,6,7,6,7,6,7,6
Koch2011,50,50,7,8,7,8,8,8,8,8,7,8,8,8
Koch2011,50,60,5,6,6,6,6,6,6,6,6,6,6,5
Koch2011,50,60,6,7,7,7,7,7,5,7,7,7,7,7
Koch2011,50,60,7,8,6,8,8,8,8,8,8,8,6,8
Koch2011,50,70,5,6,6,6,6,6,6,6,6,6,6,6
Koch2011,50,70,6,7,6,6,7,7,7,7,7,7,6,7
Koch2011,50,70,7,8,8,8,8,8,8,8,7,8,7,8
Koch2011,50,80,5,6,6,5,4,6,6,6,6,5,6,6
Koch2011,50,80,6,7,6,7,7,7,7,7,7,6,7,7
Koch2011,50,80,7,8,7,7,7,7,8,8,7,6,8,7
Koch2011,100,10,5,6,6,6,6,6,5,6,6,5,6,5
Koch2011,100,10,6,7,7,7,7,7,7,7,7,7,7,7
Koch2011,100,10,7,8,8,7,6,8,8,8,8,8,8,8
Koch2011,100,10,8,9,9,9,9,9,8,9,9,9,9,9
Koch2011,100,10,9,10,10,10,9,10,10,10,10,10,10,9
Koch2011,100,10,10,11,11,9,11,11,10,11,9,10,11,11
Koch2011,100,20,5,6,6,6,6,6,6,6,6,6,6,6
Koch2011,100,20,6,7,7,7,7,7,6,7,7,7,7,6
Koch2011,100,20,7,8,8,8,8,7,5,8,7,8,8,8
Koch2011,100,20,8,9,9,9,9,9,9,9,9,9,9,9
Koch2011,100,20,9,10,8,10,10,8,10,10,9,10,10,10
Koch2011,100,20,10,11,10,11,11,10,11,11,11,10,10,10
Koch2011,100,30,5,6,6,6,6,6,6,6,6,6,6,6
Koch2011,100,30,6,7,7,7,7,7,7,7,7,7,7,7
Koch2011,100,30,7,8,8,8,7,8,8,8,8,7,8,8
Koch2011,100,30,8,9,9,9,9,9,9,9,9,9,9,9
Koch2011,100,30,9,10,9,10,10,8,10,10,10,10,9,10
Koch2011,100,30,10,11,11,11,11,11,11,11,11,11,11,10
Koch2011,100,40,5,6,6,6,6,6,6,5,6,6,6,6
Koch2011,100,40,6,7,7,7,7,7,7,7,7,7,7,7
Koch2011,100,40,7,8,8,8,8,7,8,8,8,8,8,7
Koch2011,100,40,8,9,9,9,8,9,8,9,9,9,8,9
Koch2011,100,40,9,10,10,10,9,10,9,10,10,10,10,9
Koch2011,100,40,10,11,11,10,11,11,10,10,11,11,11,11
Koch2011,100,50,5,6,6,6,6,6,6,6,6,6,6,6
Koch2011,100,50,6,7,6,7,7,7,7,6,7,7,6,7
Koch2011,100,50,7,8,8,8,8,8,8,8,8,8,8,8
Koch2011,100,50,8,9,9,9,9,8,9,9,8,8,9,9
Koch2011,100,50,9,10,9,10,10,10,10,10,10,10,10,10
Koch2011,100,50,10,11,11,11,10,11,11,11,11,10,11,11
Koch2011,100,60,5,6,6,6,6,6,6,6,6,5,6,6
Koch2011,100,60,6,7,6,6,7,7,7,7,7,7,7,7
Koch2011,100,60,7,8,8,8,7,8,8,8,8,8,8,8
Koch2011,100,60,8,9,8,9,9,9,9,9,9,9,9,9
Koch2011,100,60,9,10,9,10,9,10,10,10,10,10,10,10
Koch2011,100,60,10,11,11,9,11,10,9,11,11,10,11,11
Koch2011,100,70,5,6,6,6,6,6,6,6,6,6,6,6
Koch2011,100,70,6,7,6,7,7,7,7,7,7,6,7,6
Koch2011,100,70,7,8,7,8,8,8,7,7,8,8,8,8
Koch2011,100,70,8,9,9,9,9,9,9,9,9,9,9,9
Koch2011,100,70,9,10,9,10,10,9,10,9,10,10,10,10
Koch2011,100,70,10,11,10,11,11,10,11,10,11,11,11,11
Koch2011,100,80,5,6,6,5,6,6,5,6,6,6,6,6
Koch2011,100,80,6,7,7,7,7,7,7,7,7,7,6,7
Koch2011,100,80,7,8,7,8,8,8,8,7,8,8,8,8
Koch2011,100,80,8,9,9,9,9,9,9,9,9,9,8,9
Koch2011,100,80,9,10,10,10,10,8,10,10,10,10,10,10
Koch2011,100,80,10,11,11,11,11,11,11,10,11,9,10,11
